msg_id,channel,received_at,sender_name,sender_phone,body,address_in_msg,county_in_msg,listing_in_msg,expected_topic,expected_urgency,expected_owner
SMS-0245,sms,2026-05-08T13:21:00Z,Tester Buyer-Smith,+14045550199,Yoga class moved to 7am tomorrow. Want to come?,"8510 Pine Rd, Marietta, GA",Cobb,,personal,P3,ARCHIVE
SMS-0246,sms,2026-04-03T22:11:00Z,Tester Buyer-Smith,+14045550199,"The painter quoted $1,800 for unit B at 1535 Pine Rd, Dunwoody, GA - does that look right?","1535 Pine Rd, Dunwoody, GA",DeKalb,,vendor,P2,Noa
SMS-0247,sms,2026-04-01T06:30:00Z,Tester Buyer-Smith,+14045550199,"Our offer on 4149 Sycamore Blvd, Lawrenceville, GA expires at 5pm today, can you confirm acceptance??","4149 Sycamore Blvd, Lawrenceville, GA",Gwinnett,,buyer_lead,P0,Fabi
SMS-0248,sms,2026-04-12T18:53:00Z,Tester Buyer-Smith,+14045550199,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"1455 Willow Pkwy, Woodstock, GA",Cherokee,,contract,P2,Noa
SMS-0249,sms,2026-04-11T09:15:00Z,Tester Buyer-Smith,+14045550199,Are you a real estate agent? Try our new CRM free for 30 days.,"6688 Magnolia Ln, Woodstock, GA",Cherokee,,marketing_promo,P3,ARCHIVE
SMS-0250,sms,2026-03-29T22:16:00Z,Tester Buyer-Smith,+14045550199,"Our offer on 2260 Sycamore Blvd, Roswell, GA expires at 5pm today, can you confirm acceptance??","2260 Sycamore Blvd, Roswell, GA",Fulton,,buyer_lead,P0,Nathalie
SMS-0251,sms,2026-05-02T02:30:00Z,Tester Buyer-Smith,+14045550199,"Can we move tomorrow's showing at 4403 Maple Dr, Woodstock, GA from 4pm to 6pm?","4403 Maple Dr, Woodstock, GA",Cherokee,,showing,P2,Fabi
SMS-0252,sms,2026-03-21T21:11:00Z,Tester Buyer-Smith,+14045550199,"EMERGENCY - water is pouring from the ceiling in unit at 1969 Cedar Trail, Dunwoody, GA!!","1969 Cedar Trail, Dunwoody, GA",DeKalb,,tenant_issue,P0,Nathalie
SMS-0253,sms,2026-05-07T17:43:00Z,Tester Buyer-Smith,+14045550199,Considering listing the property in DeKalb - can we schedule a CMA?,"5396 Maple Dr, Brookhaven, GA",DeKalb,,seller_lead,P2,Nathalie
SMS-0254,sms,2026-05-02T09:24:00Z,Tester Buyer-Smith,+14045550199,Boost your listings with our premium photography package.,"7520 Cedar Trail, Atlanta, GA",Fulton,,marketing_promo,P3,ARCHIVE
SMS-0255,sms,2026-03-18T22:37:00Z,Tester Buyer-Smith,+14045550199,"No heat for 2 days now, my baby is freezing. 6277 Cedar Trail, Canton, GA","6277 Cedar Trail, Canton, GA",Cherokee,,tenant_issue,P0,Nathalie
SMS-0256,sms,2026-04-25T07:22:00Z,Tester Buyer-Smith,+14045550199,Looking for a 3BR/2BA in Cherokee county under $550k. Do you have anything coming up?,"2260 Cedar Trail, Canton, GA",Cherokee,,buyer_lead,P2,Fabi
SMS-0257,sms,2026-03-19T05:53:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 7497 Willow Pkwy, Brookhaven, GA. What's the market like in DeKalb right now?","7497 Willow Pkwy, Brookhaven, GA",DeKalb,,seller_lead,P2,Nathalie
SMS-0258,sms,2026-04-14T21:13:00Z,Tester Buyer-Smith,+14045550199,"Locked out of 4895 Birch Ct, Sandy Springs, GA at 11pm with the kids in the car.","4895 Birch Ct, Sandy Springs, GA",Fulton,,tenant_issue,P0,Nathalie
SMS-0259,sms,2026-04-22T01:25:00Z,Tester Buyer-Smith,+14045550199,Crypto opportunity - 300% return guaranteed. Reply YES.,"9635 Willow Pkwy, Smyrna, GA",Cobb,,spam,P3,ARCHIVE
SMS-0260,sms,2026-05-03T01:32:00Z,Tester Buyer-Smith,+14045550199,"Just confirming the security deposit is $1,500 not $2,000 like the email said.","5619 Peachtree St, Duluth, GA",Gwinnett,,billing,P3,Noa
SMS-0261,sms,2026-04-06T15:01:00Z,Tester Buyer-Smith,+14045550199,The work order #4421 for the dishwasher - any update?,"8077 Sycamore Blvd, Atlanta, GA",Fulton,,maintenance,P2,Noa
SMS-0262,sms,2026-04-14T05:22:00Z,Tester Buyer-Smith,+14045550199,"HOA sent a notice about new pool hours, forwarding to you.","2772 Birch Ct, Marietta, GA",Cobb,,admin,P3,Noa
SMS-0263,sms,2026-05-08T20:22:00Z,Tester Buyer-Smith,+14045550199,Urgent: your bank account needs verification. Visit https://phish.example/,"6875 Oak Ave, Woodstock, GA",Cherokee,,spam,P3,ARCHIVE
SMS-0264,sms,2026-04-27T21:21:00Z,Tester Buyer-Smith,+14045550199,"Counter-offer received on 780 Sycamore Blvd, Lawrenceville, GA - they want 5k more. What do you think?","780 Sycamore Blvd, Lawrenceville, GA",Gwinnett,,deal,P1,Nathalie
SMS-0265,sms,2026-05-05T21:12:00Z,Tester Buyer-Smith,+14045550199,"Hey, want to grab dinner Friday at that new ramen place?","1364 Willow Pkwy, Decatur, GA",DeKalb,,personal,P3,ARCHIVE
SMS-0266,sms,2026-04-11T13:08:00Z,Tester Buyer-Smith,+14045550199,"Just confirming the security deposit is $1,500 not $2,000 like the email said.","3640 Oak Ave, Cumming, GA",Forsyth,,billing,P3,Noa
SMS-0267,sms,2026-05-15T21:03:00Z,Tester Buyer-Smith,+14045550199,"Plumber invoice for 7467 Willow Pkwy, Dunwoody, GA - approving with your sign-off.","7467 Willow Pkwy, Dunwoody, GA",DeKalb,,vendor,P3,Noa
SMS-0268,sms,2026-05-08T22:56:00Z,Tester Buyer-Smith,+14045550199,Boost your listings with our premium photography package.,"826 Peachtree St, Sandy Springs, GA",Fulton,,marketing_promo,P3,ARCHIVE
SMS-0269,sms,2026-03-20T18:46:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 9021 Maple Dr, Kennesaw, GA. What's the market like in Cobb right now?","9021 Maple Dr, Kennesaw, GA",Cobb,,seller_lead,P2,Fabi
SMS-0270,sms,2026-03-29T12:29:00Z,Tester Buyer-Smith,+14045550199,"Need your signature on the addendum for 9329 Maple Dr, Cumming, GA before 5pm.","9329 Maple Dr, Cumming, GA",Forsyth,,contract,P1,Noa
SMS-0271,sms,2026-04-14T19:34:00Z,Tester Buyer-Smith,+14045550199,"Bathroom faucet is dripping non-stop, can a plumber come look?","6759 Cedar Trail, Woodstock, GA",Cherokee,,tenant_issue,P2,Nathalie
SMS-0272,sms,2026-04-22T21:56:00Z,Tester Buyer-Smith,+14045550199,"AC stopped cooling at 150 Pine Rd, Decatur, GA. Indoor temp is 84F.","150 Pine Rd, Decatur, GA",DeKalb,,tenant_issue,P1,Nathalie
SMS-0273,sms,2026-04-30T10:03:00Z,Tester Buyer-Smith,+14045550199,Saw a roach in the kitchen - can pest control come this week?,"1146 Oak Ave, Brookhaven, GA",DeKalb,,tenant_issue,P2,Nathalie
SMS-0274,sms,2026-04-06T21:17:00Z,Tester Buyer-Smith,+14045550199,Yoga class moved to 7am tomorrow. Want to come?,"8586 Cedar Trail, Duluth, GA",Gwinnett,,personal,P3,ARCHIVE
SMS-0275,sms,2026-05-02T09:10:00Z,Tester Buyer-Smith,+14045550199,"No heat for 2 days now, my baby is freezing. 7973 Peachtree St, Canton, GA","7973 Peachtree St, Canton, GA",Cherokee,,tenant_issue,P0,Nathalie
SMS-0276,sms,2026-03-23T09:28:00Z,Tester Buyer-Smith,+14045550199,I'm a Nigerian prince and need your help moving $25M...,"6085 Cedar Trail, Dunwoody, GA",DeKalb,,spam,P3,ARCHIVE
SMS-0277,sms,2026-04-25T05:44:00Z,Tester Buyer-Smith,+14045550199,"Bathroom faucet is dripping non-stop, can a plumber come look?","7086 Sycamore Blvd, Cumming, GA",Forsyth,,tenant_issue,P2,Nathalie
SMS-0278,sms,2026-04-01T12:32:00Z,Tester Buyer-Smith,+14045550199,I paid rent on the 1st but it doesn't show in the portal yet.,"5718 Birch Ct, Cumming, GA",Forsyth,,billing,P2,Noa
SMS-0279,sms,2026-04-08T13:44:00Z,Tester Buyer-Smith,+14045550199,"Our offer on 5903 Sycamore Blvd, Duluth, GA expires at 5pm today, can you confirm acceptance??","5903 Sycamore Blvd, Duluth, GA",Gwinnett,,buyer_lead,P0,Fabi
SMS-0280,sms,2026-03-28T05:49:00Z,Tester Buyer-Smith,+14045550199,"Running 15 min late to the showing at 2959 Birch Ct, Atlanta, GA, please tell the agent.","2959 Birch Ct, Atlanta, GA",Fulton,,showing,P1,Nathalie
SMS-0281,sms,2026-04-30T13:35:00Z,Tester Buyer-Smith,+14045550199,Yoga class moved to 7am tomorrow. Want to come?,"1540 Oak Ave, Cumming, GA",Forsyth,,personal,P3,ARCHIVE
SMS-0282,sms,2026-04-11T00:31:00Z,Tester Buyer-Smith,+14045550199,"Insurance renewal for 8915 Pine Rd, Cumming, GA is due next month.","8915 Pine Rd, Cumming, GA",Forsyth,,admin,P3,Noa
SMS-0283,sms,2026-04-02T14:22:00Z,Tester Buyer-Smith,+14045550199,"Just confirming the security deposit is $1,500 not $2,000 like the email said.","4030 Birch Ct, Cumming, GA",Forsyth,,billing,P3,Noa
SMS-0284,sms,2026-04-22T18:17:00Z,Tester Buyer-Smith,+14045550199,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"4303 Magnolia Ln, Cumming, GA",Forsyth,,buyer_lead,P1,Fabi
SMS-0285,sms,2026-04-22T13:35:00Z,Tester Buyer-Smith,+14045550199,"Running 15 min late to the showing at 1568 Oak Ave, Canton, GA, please tell the agent.","1568 Oak Ave, Canton, GA",Cherokee,,showing,P1,Fabi
SMS-0286,sms,2026-04-20T20:01:00Z,Tester Buyer-Smith,+14045550199,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/","4782 Cedar Trail, Atlanta, GA",Fulton,,spam,P3,ARCHIVE
SMS-0287,sms,2026-04-18T19:03:00Z,Tester Buyer-Smith,+14045550199,"Appraisal came in at $620k for 9549 Birch Ct, Marietta, GA. Numbers look good.","9549 Birch Ct, Marietta, GA",Cobb,,deal,P2,Nathalie
SMS-0288,sms,2026-05-02T21:54:00Z,Tester Buyer-Smith,+14045550199,"Gas leak smell in the apartment, I called 911. 2380 Oak Ave, Marietta, GA","2380 Oak Ave, Marietta, GA",Cobb,,tenant_issue,P0,Nathalie
SMS-0289,sms,2026-03-22T06:46:00Z,Tester Buyer-Smith,+14045550199,"HOA sent a notice about new pool hours, forwarding to you.","3359 Oak Ave, Smyrna, GA",Cobb,,admin,P3,Noa
SMS-0290,sms,2026-03-20T21:02:00Z,Tester Buyer-Smith,+14045550199,"Our offer on 3746 Riverbend Way, Woodstock, GA expires at 5pm today, can you confirm acceptance??","3746 Riverbend Way, Woodstock, GA",Cherokee,,buyer_lead,P0,Fabi
SMS-0291,sms,2026-04-30T13:18:00Z,Tester Buyer-Smith,+14045550199,"Hi, I saw the listing at 2403 Willow Pkwy, Cumming, GA. Is it still available? I'd love a tour this weekend.","2403 Willow Pkwy, Cumming, GA",Forsyth,,buyer_lead,P2,Fabi
SMS-0292,sms,2026-04-19T06:26:00Z,Tester Buyer-Smith,+14045550199,FYI we're out of milk. Can you grab some on the way home?,"3227 Pine Rd, Smyrna, GA",Cobb,,personal,P3,ARCHIVE
SMS-0293,sms,2026-05-10T16:08:00Z,Tester Buyer-Smith,+14045550199,"The painter quoted $1,800 for unit B at 1846 Riverbend Way, Cumming, GA - does that look right?","1846 Riverbend Way, Cumming, GA",Forsyth,,vendor,P2,Noa
SMS-0294,sms,2026-03-28T00:01:00Z,Tester Buyer-Smith,+14045550199,"Need to renew the lease at 8702 Willow Pkwy, Roswell, GA. Can you send the renewal terms?","8702 Willow Pkwy, Roswell, GA",Fulton,,contract,P2,Noa
SMS-0295,sms,2026-04-28T08:53:00Z,Tester Buyer-Smith,+14045550199,Looking for a 3BR/2BA in Fulton county under $550k. Do you have anything coming up?,"7238 Sycamore Blvd, Atlanta, GA",Fulton,,buyer_lead,P2,Nathalie
SMS-0296,sms,2026-04-14T19:07:00Z,Tester Buyer-Smith,+14045550199,"Hey, want to grab dinner Friday at that new ramen place?","4096 Cedar Trail, Atlanta, GA",Fulton,,personal,P3,ARCHIVE
SMS-0297,sms,2026-04-15T10:06:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 3546 Willow Pkwy, Atlanta, GA. What's the market like in Fulton right now?","3546 Willow Pkwy, Atlanta, GA",Fulton,,seller_lead,P2,Nathalie
SMS-0298,sms,2026-03-26T01:33:00Z,Tester Buyer-Smith,+14045550199,"Bathroom faucet is dripping non-stop, can a plumber come look?","832 Pine Rd, Canton, GA",Cherokee,,tenant_issue,P2,Nathalie
SMS-0299,sms,2026-04-01T20:16:00Z,Tester Buyer-Smith,+14045550199,Atlanta Realtors Network: invitation to our May mixer.,"9688 Riverbend Way, Cumming, GA",Forsyth,,marketing_promo,P3,ARCHIVE
SMS-0300,sms,2026-03-24T12:19:00Z,Tester Buyer-Smith,+14045550199,Dentist appointment confirmed for Tuesday 2pm.,"1758 Magnolia Ln, Lawrenceville, GA",Gwinnett,,personal,P3,ARCHIVE
SMS-0301,sms,2026-04-03T09:13:00Z,Tester Buyer-Smith,+14045550199,"Insurance renewal for 9123 Maple Dr, Dunwoody, GA is due next month.","9123 Maple Dr, Dunwoody, GA",DeKalb,,admin,P3,Noa
SMS-0302,sms,2026-05-09T00:43:00Z,Tester Buyer-Smith,+14045550199,"Locked out of 2169 Magnolia Ln, Woodstock, GA at 11pm with the kids in the car.","2169 Magnolia Ln, Woodstock, GA",Cherokee,,tenant_issue,P0,Nathalie
SMS-0303,sms,2026-04-06T16:04:00Z,Tester Buyer-Smith,+14045550199,Closing tomorrow at 9am and the wire instructions look wrong - help!,"1723 Sycamore Blvd, Duluth, GA",Gwinnett,,deal,P0,Nathalie
SMS-0304,sms,2026-03-31T13:49:00Z,Tester Buyer-Smith,+14045550199,"Pickup at school is at 3:15 today, can you grab the kids?","6959 Birch Ct, Cumming, GA",Forsyth,,personal,P3,ARCHIVE
SMS-0305,sms,2026-04-06T19:47:00Z,Tester Buyer-Smith,+14045550199,"Counter-offer received on 2330 Magnolia Ln, Lawrenceville, GA - they want 5k more. What do you think?","2330 Magnolia Ln, Lawrenceville, GA",Gwinnett,,deal,P1,Nathalie
SMS-0306,sms,2026-04-26T01:54:00Z,Tester Buyer-Smith,+14045550199,Mom's birthday is next week - did you order the cake?,"8750 Birch Ct, Brookhaven, GA",DeKalb,,personal,P3,ARCHIVE
SMS-0307,sms,2026-05-08T05:02:00Z,Tester Buyer-Smith,+14045550199,"Plumber invoice for 7344 Oak Ave, Cumming, GA - approving with your sign-off.","7344 Oak Ave, Cumming, GA",Forsyth,,vendor,P3,Noa
SMS-0308,sms,2026-03-25T20:26:00Z,Tester Buyer-Smith,+14045550199,"Counter-offer received on 431 Birch Ct, Sandy Springs, GA - they want 5k more. What do you think?","431 Birch Ct, Sandy Springs, GA",Fulton,,deal,P1,Nathalie
SMS-0309,sms,2026-05-05T04:36:00Z,Tester Buyer-Smith,+14045550199,"Giving 30 days' notice - moving out by end of next month. 9294 Willow Pkwy, Decatur, GA","9294 Willow Pkwy, Decatur, GA",DeKalb,,contract,P1,Noa
SMS-0310,sms,2026-04-16T17:07:00Z,Tester Buyer-Smith,+14045550199,"Plumber invoice for 6680 Pine Rd, Canton, GA - approving with your sign-off.","6680 Pine Rd, Canton, GA",Cherokee,,vendor,P3,Noa
SMS-0311,sms,2026-04-13T18:50:00Z,Tester Buyer-Smith,+14045550199,Saw a roach in the kitchen - can pest control come this week?,"7050 Willow Pkwy, Duluth, GA",Gwinnett,,tenant_issue,P2,Nathalie
SMS-0312,sms,2026-03-19T16:38:00Z,Tester Buyer-Smith,+14045550199,"Plumber invoice for 5834 Riverbend Way, Lawrenceville, GA - approving with your sign-off.","5834 Riverbend Way, Lawrenceville, GA",Gwinnett,,vendor,P3,Noa
SMS-0313,sms,2026-04-07T03:06:00Z,Tester Buyer-Smith,+14045550199,"Pickup at school is at 3:15 today, can you grab the kids?","8068 Maple Dr, Marietta, GA",Cobb,,personal,P3,ARCHIVE
SMS-0314,sms,2026-04-17T07:38:00Z,Tester Buyer-Smith,+14045550199,"I'm at 8681 Birch Ct, Marietta, GA but the door is locked. Are you on the way?","8681 Birch Ct, Marietta, GA",Cobb,,showing,P1,Fabi
SMS-0315,sms,2026-04-28T19:04:00Z,Tester Buyer-Smith,+14045550199,Closing tomorrow at 9am and the wire instructions look wrong - help!,"7621 Oak Ave, Marietta, GA",Cobb,,deal,P0,Nathalie
SMS-0316,sms,2026-03-29T09:33:00Z,Tester Buyer-Smith,+14045550199,"EMERGENCY - water is pouring from the ceiling in unit at 4001 Peachtree St, Sandy Springs, GA!!","4001 Peachtree St, Sandy Springs, GA",Fulton,,tenant_issue,P0,Nathalie
SMS-0317,sms,2026-05-07T17:14:00Z,Tester Buyer-Smith,+14045550199,Crypto opportunity - 300% return guaranteed. Reply YES.,"6976 Peachtree St, Smyrna, GA",Cobb,,spam,P3,ARCHIVE
SMS-0318,sms,2026-05-08T06:11:00Z,Tester Buyer-Smith,+14045550199,"AC stopped cooling at 7892 Willow Pkwy, Duluth, GA. Indoor temp is 84F.","7892 Willow Pkwy, Duluth, GA",Gwinnett,,tenant_issue,P1,Nathalie
SMS-0319,sms,2026-05-06T06:41:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 4510 Sycamore Blvd, Cumming, GA. What's the market like in Forsyth right now?","4510 Sycamore Blvd, Cumming, GA",Forsyth,,seller_lead,P2,Fabi
SMS-0320,sms,2026-05-04T05:29:00Z,Tester Buyer-Smith,+14045550199,The dog has a vet appointment Thursday at 10am.,"1786 Sycamore Blvd, Dunwoody, GA",DeKalb,,personal,P3,ARCHIVE
SMS-0321,sms,2026-04-28T12:00:00Z,Tester Buyer-Smith,+14045550199,"I'm at 3568 Oak Ave, Cumming, GA but the door is locked. Are you on the way?","3568 Oak Ave, Cumming, GA",Forsyth,,showing,P1,Fabi
SMS-0322,sms,2026-03-31T03:36:00Z,Tester Buyer-Smith,+14045550199,"Can we move tomorrow's showing at 9758 Birch Ct, Decatur, GA from 4pm to 6pm?","9758 Birch Ct, Decatur, GA",DeKalb,,showing,P2,Nathalie
SMS-0323,sms,2026-04-25T20:07:00Z,Tester Buyer-Smith,+14045550199,"EMERGENCY - water is pouring from the ceiling in unit at 8282 Cedar Trail, Smyrna, GA!!","8282 Cedar Trail, Smyrna, GA",Cobb,,tenant_issue,P0,Nathalie
SMS-0324,sms,2026-05-06T07:43:00Z,Tester Buyer-Smith,+14045550199,Got a late fee but I have proof I paid on time. Can we sort this out?,"9785 Pine Rd, Duluth, GA",Gwinnett,,billing,P2,Noa
SMS-0325,sms,2026-05-01T08:58:00Z,Tester Buyer-Smith,+14045550199,"Just confirming the security deposit is $1,500 not $2,000 like the email said.","3648 Sycamore Blvd, Sandy Springs, GA",Fulton,,billing,P3,Noa
SMS-0326,sms,2026-05-13T16:07:00Z,Tester Buyer-Smith,+14045550199,Dentist appointment confirmed for Tuesday 2pm.,"1403 Sycamore Blvd, Marietta, GA",Cobb,,personal,P3,ARCHIVE
SMS-0327,sms,2026-04-24T18:34:00Z,Tester Buyer-Smith,+14045550199,The work order #4421 for the dishwasher - any update?,"9021 Pine Rd, Cumming, GA",Forsyth,,maintenance,P2,Noa
SMS-0328,sms,2026-03-20T13:04:00Z,Tester Buyer-Smith,+14045550199,I'm a Nigerian prince and need your help moving $25M...,"1806 Pine Rd, Woodstock, GA",Cherokee,,spam,P3,ARCHIVE
SMS-0329,sms,2026-04-04T06:19:00Z,Tester Buyer-Smith,+14045550199,"Running 15 min late to the showing at 8113 Cedar Trail, Brookhaven, GA, please tell the agent.","8113 Cedar Trail, Brookhaven, GA",DeKalb,,showing,P1,Nathalie
SMS-0330,sms,2026-04-29T05:52:00Z,Tester Buyer-Smith,+14045550199,The work order #4421 for the dishwasher - any update?,"1703 Willow Pkwy, Cumming, GA",Forsyth,,maintenance,P2,Noa
SMS-0331,sms,2026-05-16T20:01:00Z,Tester Buyer-Smith,+14045550199,Lender needs proof of homeowners insurance by end of day.,"8680 Cedar Trail, Cumming, GA",Forsyth,,document,P1,Noa
SMS-0332,sms,2026-04-04T12:09:00Z,Tester Buyer-Smith,+14045550199,"Appraisal came in at $620k for 3553 Birch Ct, Sandy Springs, GA. Numbers look good.","3553 Birch Ct, Sandy Springs, GA",Fulton,,deal,P2,Nathalie
SMS-0333,sms,2026-05-02T23:57:00Z,Tester Buyer-Smith,+14045550199,"Pickup at school is at 3:15 today, can you grab the kids?","7483 Cedar Trail, Atlanta, GA",Fulton,,personal,P3,ARCHIVE
SMS-0334,sms,2026-05-15T02:34:00Z,Tester Buyer-Smith,+14045550199,"Can we move tomorrow's showing at 2936 Magnolia Ln, Lawrenceville, GA from 4pm to 6pm?","2936 Magnolia Ln, Lawrenceville, GA",Gwinnett,,showing,P2,Fabi
SMS-0335,sms,2026-04-11T23:58:00Z,Tester Buyer-Smith,+14045550199,Yoga class moved to 7am tomorrow. Want to come?,"9472 Sycamore Blvd, Cumming, GA",Forsyth,,personal,P3,ARCHIVE
SMS-0336,sms,2026-03-26T02:15:00Z,Tester Buyer-Smith,+14045550199,Yoga class moved to 7am tomorrow. Want to come?,"1677 Riverbend Way, Sugar Hill, GA",Gwinnett,,personal,P3,ARCHIVE
SMS-0337,sms,2026-05-14T23:40:00Z,Tester Buyer-Smith,+14045550199,Looking for a 3BR/2BA in Gwinnett county under $550k. Do you have anything coming up?,"3044 Peachtree St, Lawrenceville, GA",Gwinnett,,buyer_lead,P2,Fabi
SMS-0338,sms,2026-03-29T11:40:00Z,Tester Buyer-Smith,+14045550199,I'm a Nigerian prince and need your help moving $25M...,"5810 Peachtree St, Woodstock, GA",Cherokee,,spam,P3,ARCHIVE
SMS-0339,sms,2026-05-01T14:53:00Z,Tester Buyer-Smith,+14045550199,"I'm at 659 Riverbend Way, Kennesaw, GA but the door is locked. Are you on the way?","659 Riverbend Way, Kennesaw, GA",Cobb,,showing,P1,Fabi
SMS-0340,sms,2026-04-07T03:49:00Z,Tester Buyer-Smith,+14045550199,Atlanta Realtors Network: invitation to our May mixer.,"7897 Riverbend Way, Canton, GA",Cherokee,,marketing_promo,P3,ARCHIVE
SMS-0341,sms,2026-04-14T11:09:00Z,Tester Buyer-Smith,+14045550199,"The painter quoted $1,800 for unit B at 8633 Oak Ave, Roswell, GA - does that look right?","8633 Oak Ave, Roswell, GA",Fulton,,vendor,P2,Noa
SMS-0342,sms,2026-05-15T11:28:00Z,Tester Buyer-Smith,+14045550199,Got a late fee but I have proof I paid on time. Can we sort this out?,"3376 Riverbend Way, Sugar Hill, GA",Gwinnett,,billing,P2,Noa
SMS-0343,sms,2026-05-14T09:39:00Z,Tester Buyer-Smith,+14045550199,"Running 15 min late to the showing at 3730 Oak Ave, Brookhaven, GA, please tell the agent.","3730 Oak Ave, Brookhaven, GA",DeKalb,,showing,P1,Nathalie
SMS-0344,sms,2026-04-23T13:13:00Z,Tester Buyer-Smith,+14045550199,FYI we're out of milk. Can you grab some on the way home?,"3611 Birch Ct, Sandy Springs, GA",Fulton,,personal,P3,ARCHIVE
SMS-0345,sms,2026-04-10T20:49:00Z,Tester Buyer-Smith,+14045550199,Dentist appointment confirmed for Tuesday 2pm.,"2762 Pine Rd, Duluth, GA",Gwinnett,,personal,P3,ARCHIVE
SMS-0346,sms,2026-04-11T20:41:00Z,Tester Buyer-Smith,+14045550199,"Pickup at school is at 3:15 today, can you grab the kids?","9657 Peachtree St, Sandy Springs, GA",Fulton,,personal,P3,ARCHIVE
SMS-0347,sms,2026-03-23T08:09:00Z,Tester Buyer-Smith,+14045550199,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"1321 Oak Ave, Kennesaw, GA",Cobb,,contract,P2,Noa
SMS-0348,sms,2026-03-30T13:03:00Z,Tester Buyer-Smith,+14045550199,"The painter quoted $1,800 for unit B at 5345 Cedar Trail, Dunwoody, GA - does that look right?","5345 Cedar Trail, Dunwoody, GA",DeKalb,,vendor,P2,Noa
SMS-0349,sms,2026-03-27T07:50:00Z,Tester Buyer-Smith,+14045550199,"Bathroom faucet is dripping non-stop, can a plumber come look?","7095 Birch Ct, Sugar Hill, GA",Gwinnett,,tenant_issue,P2,Nathalie
SMS-0350,sms,2026-04-16T15:04:00Z,Tester Buyer-Smith,+14045550199,Yoga class moved to 7am tomorrow. Want to come?,"324 Magnolia Ln, Canton, GA",Cherokee,,personal,P3,ARCHIVE
SMS-0351,sms,2026-05-09T11:15:00Z,Tester Buyer-Smith,+14045550199,I paid rent on the 1st but it doesn't show in the portal yet.,"161 Birch Ct, Brookhaven, GA",DeKalb,,billing,P2,Noa
SMS-0352,sms,2026-04-20T00:41:00Z,Tester Buyer-Smith,+14045550199,"Hi, I saw the listing at 3003 Peachtree St, Woodstock, GA. Is it still available? I'd love a tour this weekend.","3003 Peachtree St, Woodstock, GA",Cherokee,,buyer_lead,P2,Fabi
SMS-0353,sms,2026-04-11T09:20:00Z,Tester Buyer-Smith,+14045550199,Urgent: your bank account needs verification. Visit https://phish.example/,"9366 Oak Ave, Lawrenceville, GA",Gwinnett,,spam,P3,ARCHIVE
SMS-0354,sms,2026-04-02T20:36:00Z,Tester Buyer-Smith,+14045550199,Yoga class moved to 7am tomorrow. Want to come?,"1719 Cedar Trail, Dunwoody, GA",DeKalb,,personal,P3,ARCHIVE
SMS-0355,sms,2026-04-07T03:00:00Z,Tester Buyer-Smith,+14045550199,"Need to renew the lease at 6786 Maple Dr, Canton, GA. Can you send the renewal terms?","6786 Maple Dr, Canton, GA",Cherokee,,contract,P2,Noa
SMS-0356,sms,2026-04-22T20:08:00Z,Tester Buyer-Smith,+14045550199,"Hey, want to grab dinner Friday at that new ramen place?","7981 Birch Ct, Roswell, GA",Fulton,,personal,P3,ARCHIVE
SMS-0357,sms,2026-04-03T09:36:00Z,Tester Buyer-Smith,+14045550199,"Can we set up a walkthrough next Tuesday for the move-out at 5137 Peachtree St, Roswell, GA?","5137 Peachtree St, Roswell, GA",Fulton,,scheduling,P2,Noa
SMS-0358,sms,2026-05-06T03:20:00Z,Tester Buyer-Smith,+14045550199,Mom's birthday is next week - did you order the cake?,"4963 Cedar Trail, Canton, GA",Cherokee,,personal,P3,ARCHIVE
SMS-0359,sms,2026-05-13T13:47:00Z,Tester Buyer-Smith,+14045550199,"Light bulb in the hallway burned out, no rush.","7346 Birch Ct, Decatur, GA",DeKalb,,maintenance,P3,Noa
SMS-0360,sms,2026-05-13T10:22:00Z,Tester Buyer-Smith,+14045550199,"Counter-offer received on 8209 Oak Ave, Cumming, GA - they want 5k more. What do you think?","8209 Oak Ave, Cumming, GA",Forsyth,,deal,P1,Nathalie
SMS-0361,sms,2026-03-25T11:22:00Z,Tester Buyer-Smith,+14045550199,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"1258 Oak Ave, Marietta, GA",Cobb,,contract,P2,Noa
SMS-0362,sms,2026-04-12T00:44:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 3379 Cedar Trail, Cumming, GA. What's the market like in Forsyth right now?","3379 Cedar Trail, Cumming, GA",Forsyth,,seller_lead,P2,Fabi
SMS-0363,sms,2026-04-29T06:09:00Z,Tester Buyer-Smith,+14045550199,Mom's birthday is next week - did you order the cake?,"7592 Birch Ct, Canton, GA",Cherokee,,personal,P3,ARCHIVE
SMS-0364,sms,2026-05-07T19:43:00Z,Tester Buyer-Smith,+14045550199,Yoga class moved to 7am tomorrow. Want to come?,"5687 Riverbend Way, Cumming, GA",Forsyth,,personal,P3,ARCHIVE
