msg_id,channel,received_at,sender_name,sender_email,subject,body,address_in_msg,county_in_msg,listing_in_msg,bucket,expected_topic,expected_urgency,expected_owner
EM-0238,email,2026-04-29T17:43:00Z,Ryan Adams,ryan.adams43@icloud.com,Offer / deal update,Got the inspection report back. There are 3 items I'd like to negotiate.,"7611 Sycamore Blvd, Sugar Hill, GA",Gwinnett,,buy_sell,deal,P1,Nathalie
EM-0239,email,2026-03-31T00:33:00Z,John Brown,john.brown32@yahoo.com,Showing time change,"I'm at 9317 Sycamore Blvd, Dunwoody, GA but the door is locked. Are you on the way?","9317 Sycamore Blvd, Dunwoody, GA",DeKalb,,buy_sell,showing,P1,Nathalie
EM-0240,email,2026-04-11T06:38:00Z,Olivia Rodriguez,olivia.rodriguez64@gmail.com,Payment / billing,I paid rent on the 1st but it doesn't show in the portal yet.,"2414 Peachtree St, Atlanta, GA",Fulton,,rent_manage,billing,P2,Noa
EM-0241,email,2026-04-01T10:50:00Z,Emily Brown,emily.brown65@gmail.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0242,email,2026-04-01T10:12:00Z,Hannah Park,hannah.park46@gmail.com,Payment / billing,I paid rent on the 1st but it doesn't show in the portal yet.,"749 Willow Pkwy, Canton, GA",Cherokee,,rent_manage,billing,P2,Noa
EM-0243,email,2026-04-02T22:05:00Z,Tara Bell,tara.bell78@gmail.com,Showing time change,"Can we move tomorrow's showing at 7502 Oak Ave, Atlanta, GA from 4pm to 6pm?","7502 Oak Ave, Atlanta, GA",Fulton,,buy_sell,showing,P2,Nathalie
EM-0244,email,2026-03-30T13:47:00Z,Sara Williams,sara.williams25@example-mail.test,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"5907 Maple Dr, Roswell, GA",Fulton,,rent_manage,maintenance,P2,Noa
EM-0245,email,2026-04-08T21:19:00Z,Sophie Patel,sophie.patel38@icloud.com,Admin / paperwork,"Insurance renewal for 863 Riverbend Way, Dunwoody, GA is due next month.","863 Riverbend Way, Dunwoody, GA",DeKalb,,rent_manage,admin,P3,Noa
EM-0246,email,2026-04-10T15:38:00Z,Sara Singh,sara.singh12@gmail.com,Urgent - apartment issue,"Bathroom faucet is dripping non-stop, can a plumber come look?","4771 Magnolia Ln, Marietta, GA",Cobb,,rent_manage,tenant_issue,P2,Nathalie
EM-0247,email,2026-05-03T19:38:00Z,Daniel Khan,daniel.khan61@gmail.com,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"1599 Sycamore Blvd, Brookhaven, GA",DeKalb,,buy_sell,contract,P2,Noa
EM-0248,email,2026-04-26T15:58:00Z,Lisa Rodriguez,lisa.rodriguez45@icloud.com,Question about your listing,Looking for a 3BR/2BA in Gwinnett county under $550k. Do you have anything coming up?,"2421 Magnolia Ln, Lawrenceville, GA",Gwinnett,,buy_sell,buyer_lead,P2,Fabi
EM-0249,email,2026-03-26T21:12:00Z,Daniel Cohen,daniel.cohen55@outlook.com,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"6533 Cedar Trail, Decatur, GA",DeKalb,,rent_manage,maintenance,P2,Noa
EM-0250,email,2026-03-19T19:54:00Z,Maria Garcia,maria.garcia42@yahoo.com,Urgent - apartment issue,"Locked out of 7984 Maple Dr, Brookhaven, GA at 11pm with the kids in the car.","7984 Maple Dr, Brookhaven, GA",DeKalb,,rent_manage,tenant_issue,P0,Nathalie
EM-0251,email,2026-04-08T09:43:00Z,Hannah Davis,hannah.davis33@yahoo.com,Offer / deal update,"Counter-offer received on 902 Birch Ct, Smyrna, GA - they want 5k more. What do you think?","902 Birch Ct, Smyrna, GA",Cobb,,buy_sell,deal,P1,Nathalie
EM-0252,email,2026-05-09T01:38:00Z,Ethan Adams,ethan.adams99@yahoo.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 6969 Maple Dr, Smyrna, GA","6969 Maple Dr, Smyrna, GA",Cobb,,rent_manage,tenant_issue,P0,Nathalie
EM-0253,email,2026-04-26T12:35:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0254,email,2026-03-30T04:41:00Z,Kate Levi,kate.levi96@yahoo.com,Selling our home,"Hi Nathalie, I'd like to sell my house at 2173 Cedar Trail, Cumming, GA. What's the market like in Forsyth right now?","2173 Cedar Trail, Cumming, GA",Forsyth,,buy_sell,seller_lead,P2,Fabi
EM-0255,email,2026-04-20T11:00:00Z,Brian Khan,brian.khan75@yahoo.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0256,email,2026-04-12T20:40:00Z,Definitely Not A Scam,win259@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0257,email,2026-04-29T22:38:00Z,Anna Garcia,anna.garcia89@icloud.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 758 Pine Rd, Sandy Springs, GA","758 Pine Rd, Sandy Springs, GA",Fulton,,rent_manage,tenant_issue,P2,Nathalie
EM-0258,email,2026-04-10T14:45:00Z,Rachel Garcia,rachel.garcia18@gmail.com,Offer / deal update,Got the inspection report back. There are 3 items I'd like to negotiate.,"3588 Birch Ct, Lawrenceville, GA",Gwinnett,,buy_sell,deal,P1,Nathalie
EM-0259,email,2026-04-22T04:10:00Z,Brian Miller,brian.miller42@yahoo.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 525 Riverbend Way, Lawrenceville, GA","525 Riverbend Way, Lawrenceville, GA",Gwinnett,,rent_manage,tenant_issue,P0,Nathalie
EM-0260,email,2026-04-27T15:11:00Z,Lisa Miller,lisa.miller20@gmail.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 2816 Pine Rd, Canton, GA","2816 Pine Rd, Canton, GA",Cherokee,,rent_manage,tenant_issue,P0,Nathalie
EM-0261,email,2026-03-26T03:37:00Z,Hannah Cohen,hannah.cohen10@gmail.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0262,email,2026-05-05T14:51:00Z,Sara Park,sara.park71@yahoo.com,Document request,Lender needs proof of homeowners insurance by end of day.,"8274 Pine Rd, Roswell, GA",Fulton,,buy_sell,document,P1,Noa
EM-0263,email,2026-04-11T20:38:00Z,Definitely Not A Scam,win305@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0264,email,2026-03-31T06:39:00Z,Brian Brown,brian.brown42@outlook.com,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"4950 Birch Ct, Lawrenceville, GA",Gwinnett,,buy_sell,contract,P2,Noa
EM-0265,email,2026-04-04T04:10:00Z,Rachel Khan,rachel.khan12@icloud.com,Urgent - apartment issue,"Locked out of 5119 Oak Ave, Canton, GA at 11pm with the kids in the car.","5119 Oak Ave, Canton, GA",Cherokee,,rent_manage,tenant_issue,P0,Nathalie
EM-0266,email,2026-03-25T09:26:00Z,Rachel Bell,rachel.bell1@icloud.com,Urgent - apartment issue,"Bathroom faucet is dripping non-stop, can a plumber come look?","1755 Maple Dr, Canton, GA",Cherokee,,rent_manage,tenant_issue,P2,Nathalie
EM-0267,email,2026-04-12T04:55:00Z,Maria Levi,maria.levi70@gmail.com,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0268,email,2026-03-19T07:43:00Z,John Park,john.park42@outlook.com,Showing time change,"Running 15 min late to the showing at 5328 Pine Rd, Duluth, GA, please tell the agent.","5328 Pine Rd, Duluth, GA",Gwinnett,,buy_sell,showing,P1,Fabi
EM-0269,email,2026-04-18T22:43:00Z,Sophie Brown,sophie.brown91@gmail.com,Showing time change,"Can we move tomorrow's showing at 8922 Riverbend Way, Dunwoody, GA from 4pm to 6pm?","8922 Riverbend Way, Dunwoody, GA",DeKalb,,buy_sell,showing,P2,Nathalie
EM-0270,email,2026-05-02T19:35:00Z,Linda Khan,linda.khan49@gmail.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0271,email,2026-04-25T12:02:00Z,Ben Patel,ben.patel74@gmail.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"9552 Riverbend Way, Dunwoody, GA",DeKalb,,buy_sell,buyer_lead,P1,Nathalie
EM-0272,email,2026-05-11T02:09:00Z,Chris Bell,chris.bell1@gmail.com,Offer / deal update,"Counter-offer received on 8631 Magnolia Ln, Smyrna, GA - they want 5k more. What do you think?","8631 Magnolia Ln, Smyrna, GA",Cobb,,buy_sell,deal,P1,Nathalie
EM-0273,email,2026-04-21T22:20:00Z,Ryan Williams,ryan.williams26@icloud.com,Payment / billing,I paid rent on the 1st but it doesn't show in the portal yet.,"2961 Peachtree St, Brookhaven, GA",DeKalb,,rent_manage,billing,P2,Noa
EM-0274,email,2026-03-27T20:28:00Z,Pavel Williams,pavel.williams47@icloud.com,Admin / paperwork,"Insurance renewal for 5522 Pine Rd, Marietta, GA is due next month.","5522 Pine Rd, Marietta, GA",Cobb,,rent_manage,admin,P3,Noa
EM-0275,email,2026-05-16T05:00:00Z,Definitely Not A Scam,win809@spam.example,YOU WON,Crypto opportunity - 300% return guaranteed. Reply YES.,,,,non_business,spam,P3,ARCHIVE
EM-0276,email,2026-05-10T22:16:00Z,Hannah Bell,hannah.bell89@icloud.com,Contract / signature needed,"Giving 30 days' notice - moving out by end of next month. 5299 Magnolia Ln, Cumming, GA","5299 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,contract,P1,Noa
EM-0277,email,2026-04-24T14:41:00Z,Ben Martinez,ben.martinez13@gmail.com,Contract / signature needed,"Need your signature on the addendum for 5900 Maple Dr, Atlanta, GA before 5pm.","5900 Maple Dr, Atlanta, GA",Fulton,,buy_sell,contract,P1,Noa
EM-0278,email,2026-04-29T12:36:00Z,Linda Levi,linda.levi43@gmail.com,Urgent - apartment issue,"AC stopped cooling at 227 Magnolia Ln, Canton, GA. Indoor temp is 84F.","227 Magnolia Ln, Canton, GA",Cherokee,,rent_manage,tenant_issue,P1,Nathalie
EM-0279,email,2026-04-25T10:12:00Z,Chris Davis,chris.davis54@example-mail.test,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0280,email,2026-04-08T06:39:00Z,Marco Johnson,marco.johnson75@example-mail.test,Showing time change,"Can we move tomorrow's showing at 3470 Riverbend Way, Sugar Hill, GA from 4pm to 6pm?","3470 Riverbend Way, Sugar Hill, GA",Gwinnett,,buy_sell,showing,P2,Fabi
EM-0281,email,2026-04-21T16:28:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Atlanta Realtors Network: invitation to our May mixer.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0282,email,2026-04-16T13:54:00Z,Nina Levi,nina.levi34@gmail.com,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"1031 Willow Pkwy, Smyrna, GA",Cobb,,buy_sell,deal,P0,Nathalie
EM-0283,email,2026-03-22T04:54:00Z,Jorge Bell,jorge.bell1@example-mail.test,Showing time change,"I'm at 1071 Cedar Trail, Duluth, GA but the door is locked. Are you on the way?","1071 Cedar Trail, Duluth, GA",Gwinnett,,buy_sell,showing,P1,Fabi
EM-0284,email,2026-04-22T00:01:00Z,Marketing Promo Co,newsletter@mailchimp.com,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0285,email,2026-04-27T09:53:00Z,Tom Patel,tom.patel8@yahoo.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 7476 Peachtree St, Cumming, GA","7476 Peachtree St, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P2,Nathalie
EM-0286,email,2026-03-23T09:20:00Z,Sophie Rodriguez,sophie.rodriguez96@yahoo.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0287,email,2026-05-04T06:26:00Z,Marketing Promo Co,newsletter@mailchimp.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0288,email,2026-03-19T15:07:00Z,Nina Martinez,nina.martinez44@gmail.com,Selling our home,Considering listing the property in DeKalb - can we schedule a CMA?,"5324 Peachtree St, Brookhaven, GA",DeKalb,,buy_sell,seller_lead,P2,Nathalie
EM-0289,email,2026-04-13T09:52:00Z,Tara Bell,tara.bell4@yahoo.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 665 Oak Ave, Woodstock, GA","665 Oak Ave, Woodstock, GA",Cherokee,,rent_manage,tenant_issue,P0,Nathalie
EM-0290,email,2026-03-27T19:28:00Z,Ryan Johnson,ryan.johnson48@icloud.com,Urgent - apartment issue,"Locked out of 1944 Peachtree St, Cumming, GA at 11pm with the kids in the car.","1944 Peachtree St, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P0,Nathalie
EM-0291,email,2026-05-16T01:34:00Z,Pavel Levi,pavel.levi50@example-mail.test,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"8976 Sycamore Blvd, Duluth, GA",Gwinnett,,rent_manage,maintenance,P2,Noa
EM-0292,email,2026-04-13T09:04:00Z,Maria Park,maria.park7@example-mail.test,Urgent - apartment issue,Saw a roach in the kitchen - can pest control come this week?,"1118 Willow Pkwy, Sugar Hill, GA",Gwinnett,,rent_manage,tenant_issue,P2,Nathalie
EM-0293,email,2026-04-04T00:10:00Z,Linda Williams,linda.williams67@icloud.com,Showing time change,"I'm at 4817 Cedar Trail, Decatur, GA but the door is locked. Are you on the way?","4817 Cedar Trail, Decatur, GA",DeKalb,,buy_sell,showing,P1,Nathalie
EM-0294,email,2026-04-06T13:35:00Z,Maria Singh,maria.singh60@outlook.com,Admin / paperwork,"Insurance renewal for 4408 Cedar Trail, Atlanta, GA is due next month.","4408 Cedar Trail, Atlanta, GA",Fulton,,rent_manage,admin,P3,Noa
EM-0295,email,2026-04-01T06:19:00Z,Linda Romano,linda.romano5@outlook.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 5930 Magnolia Ln, Cumming, GA","5930 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P2,Nathalie
EM-0296,email,2026-05-03T11:56:00Z,Definitely Not A Scam,win214@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0297,email,2026-04-07T02:08:00Z,Aaron Johnson,aaron.johnson31@example-mail.test,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0298,email,2026-05-05T18:20:00Z,Tom Singh,tom.singh38@outlook.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"115 Pine Rd, Brookhaven, GA",DeKalb,,buy_sell,buyer_lead,P1,Nathalie
EM-0299,email,2026-05-06T00:47:00Z,Pavel Brown,pavel.brown19@icloud.com,Urgent - apartment issue,Saw a roach in the kitchen - can pest control come this week?,"8762 Willow Pkwy, Decatur, GA",DeKalb,,rent_manage,tenant_issue,P2,Nathalie
EM-0300,email,2026-04-01T04:55:00Z,David Singh,david.singh95@yahoo.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0301,email,2026-05-09T19:02:00Z,Definitely Not A Scam,win668@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0302,email,2026-04-28T09:41:00Z,Emily Singh,emily.singh90@icloud.com,Document request,Lender needs proof of homeowners insurance by end of day.,"2798 Magnolia Ln, Woodstock, GA",Cherokee,,buy_sell,document,P1,Noa
EM-0303,email,2026-03-21T06:04:00Z,Hannah Singh,hannah.singh59@icloud.com,Urgent - apartment issue,Saw a roach in the kitchen - can pest control come this week?,"6768 Maple Dr, Sugar Hill, GA",Gwinnett,,rent_manage,tenant_issue,P2,Nathalie
EM-0304,email,2026-04-16T19:39:00Z,Definitely Not A Scam,win600@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0305,email,2026-04-28T18:51:00Z,Definitely Not A Scam,win773@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0306,email,2026-04-04T09:27:00Z,Lisa Levi,lisa.levi44@icloud.com,Showing time change,"Running 15 min late to the showing at 5763 Oak Ave, Sugar Hill, GA, please tell the agent.","5763 Oak Ave, Sugar Hill, GA",Gwinnett,,buy_sell,showing,P1,Fabi
EM-0307,email,2026-04-10T15:24:00Z,Lisa Singh,lisa.singh38@gmail.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0308,email,2026-03-21T17:21:00Z,Lisa Rodriguez,lisa.rodriguez65@icloud.com,Maintenance follow-up,"Vendor said they'd be here at 10am, no show. Can you check on them?","236 Maple Dr, Decatur, GA",DeKalb,,rent_manage,maintenance,P2,Noa
EM-0309,email,2026-05-08T03:16:00Z,Jorge Martinez,jorge.martinez25@outlook.com,Urgent - apartment issue,"AC stopped cooling at 2801 Peachtree St, Canton, GA. Indoor temp is 84F.","2801 Peachtree St, Canton, GA",Cherokee,,rent_manage,tenant_issue,P1,Nathalie
EM-0310,email,2026-03-19T09:21:00Z,Definitely Not A Scam,win801@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0311,email,2026-04-29T14:50:00Z,Ben Adams,ben.adams80@gmail.com,Showing time change,"Running 15 min late to the showing at 9691 Oak Ave, Sandy Springs, GA, please tell the agent.","9691 Oak Ave, Sandy Springs, GA",Fulton,,buy_sell,showing,P1,Nathalie
EM-0312,email,2026-04-25T20:25:00Z,Aisha Brown,aisha.brown4@example-mail.test,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0313,email,2026-04-12T23:02:00Z,Definitely Not A Scam,win124@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0314,email,2026-03-22T11:53:00Z,Ben Martinez,ben.martinez83@example-mail.test,Maintenance follow-up,"Light bulb in the hallway burned out, no rush.","473 Maple Dr, Smyrna, GA",Cobb,,rent_manage,maintenance,P3,Noa
EM-0315,email,2026-03-29T21:03:00Z,Chris Patel,chris.patel93@gmail.com,Contract / signature needed,"Need to renew the lease at 8081 Sycamore Blvd, Dunwoody, GA. Can you send the renewal terms?","8081 Sycamore Blvd, Dunwoody, GA",DeKalb,,rent_manage,contract,P2,Noa
EM-0316,email,2026-04-14T10:24:00Z,Sophie Nguyen,sophie.nguyen46@gmail.com,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"3845 Maple Dr, Dunwoody, GA",DeKalb,,buy_sell,contract,P2,Noa
EM-0317,email,2026-05-15T21:22:00Z,Marco Levi,marco.levi51@example-mail.test,Payment / billing,Got a late fee but I have proof I paid on time. Can we sort this out?,"453 Oak Ave, Kennesaw, GA",Cobb,,rent_manage,billing,P2,Noa
EM-0318,email,2026-04-10T06:46:00Z,Jorge Park,jorge.park31@gmail.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"3810 Birch Ct, Cumming, GA",Forsyth,,buy_sell,buyer_lead,P1,Fabi
EM-0319,email,2026-04-09T20:00:00Z,Hannah Adams,hannah.adams47@yahoo.com,Hey :),The dog has a vet appointment Thursday at 10am.,,,,non_business,personal,P3,ARCHIVE
EM-0320,email,2026-04-26T00:17:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0321,email,2026-05-16T22:11:00Z,Ben Khan,ben.khan19@icloud.com,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0322,email,2026-04-14T01:21:00Z,Hannah Park,hannah.park38@icloud.com,Maintenance follow-up,"Vendor said they'd be here at 10am, no show. Can you check on them?","5351 Maple Dr, Cumming, GA",Forsyth,,rent_manage,maintenance,P2,Noa
EM-0323,email,2026-04-25T23:50:00Z,Definitely Not A Scam,win129@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0324,email,2026-04-06T22:10:00Z,Ryan Khan,ryan.khan51@example-mail.test,Hey :),The dog has a vet appointment Thursday at 10am.,,,,non_business,personal,P3,ARCHIVE
EM-0325,email,2026-05-04T17:39:00Z,Marco Romano,marco.romano40@example-mail.test,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0326,email,2026-04-21T07:19:00Z,Definitely Not A Scam,win644@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0327,email,2026-03-24T13:04:00Z,Sam Brown,sam.brown38@yahoo.com,Urgent - apartment issue,"Locked out of 1647 Pine Rd, Cumming, GA at 11pm with the kids in the car.","1647 Pine Rd, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P0,Nathalie
EM-0328,email,2026-04-10T15:37:00Z,Lisa Khan,lisa.khan90@icloud.com,Offer / deal update,Got the inspection report back. There are 3 items I'd like to negotiate.,"9273 Peachtree St, Roswell, GA",Fulton,,buy_sell,deal,P1,Nathalie
EM-0329,email,2026-05-03T13:26:00Z,Jorge Nguyen,jorge.nguyen40@example-mail.test,Admin / paperwork,"HOA sent a notice about new pool hours, forwarding to you.","279 Riverbend Way, Sandy Springs, GA",Fulton,,rent_manage,admin,P3,Noa
EM-0330,email,2026-05-09T00:53:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0331,email,2026-04-06T07:12:00Z,John Davis,john.davis94@yahoo.com,Urgent - apartment issue,"AC stopped cooling at 972 Oak Ave, Woodstock, GA. Indoor temp is 84F.","972 Oak Ave, Woodstock, GA",Cherokee,,rent_manage,tenant_issue,P1,Nathalie
EM-0332,email,2026-04-07T06:21:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0333,email,2026-04-09T13:17:00Z,Definitely Not A Scam,win955@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0334,email,2026-04-16T21:00:00Z,Olivia Rodriguez,olivia.rodriguez90@yahoo.com,Admin / paperwork,"Insurance renewal for 8395 Oak Ave, Kennesaw, GA is due next month.","8395 Oak Ave, Kennesaw, GA",Cobb,,rent_manage,admin,P3,Noa
EM-0335,email,2026-05-08T02:32:00Z,Hannah Bell,hannah.bell77@outlook.com,Maintenance follow-up,"Light bulb in the hallway burned out, no rush.","8751 Pine Rd, Cumming, GA",Forsyth,,rent_manage,maintenance,P3,Noa
EM-0336,email,2026-05-15T03:08:00Z,Sam Miller,sam.miller25@outlook.com,Contract / signature needed,"Giving 30 days' notice - moving out by end of next month. 9466 Pine Rd, Sugar Hill, GA","9466 Pine Rd, Sugar Hill, GA",Gwinnett,,rent_manage,contract,P1,Noa
EM-0337,email,2026-04-20T10:49:00Z,Anna Romano,anna.romano33@icloud.com,Offer / deal update,"Counter-offer received on 1736 Maple Dr, Cumming, GA - they want 5k more. What do you think?","1736 Maple Dr, Cumming, GA",Forsyth,,buy_sell,deal,P1,Nathalie
EM-0338,email,2026-05-09T01:27:00Z,Daniel Cohen,daniel.cohen41@yahoo.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"4841 Magnolia Ln, Roswell, GA",Fulton,,buy_sell,buyer_lead,P1,Nathalie
EM-0339,email,2026-05-10T22:59:00Z,Priya Cohen,priya.cohen59@gmail.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0340,email,2026-05-11T21:20:00Z,John Williams,john.williams52@outlook.com,Payment / billing,Got a late fee but I have proof I paid on time. Can we sort this out?,"9354 Riverbend Way, Brookhaven, GA",DeKalb,,rent_manage,billing,P2,Noa
EM-0341,email,2026-05-13T17:46:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0342,email,2026-04-28T20:57:00Z,Tom Davis,tom.davis21@example-mail.test,Question about your listing,Looking for a 3BR/2BA in Cobb county under $550k. Do you have anything coming up?,"2592 Peachtree St, Kennesaw, GA",Cobb,,buy_sell,buyer_lead,P2,Fabi
EM-0343,email,2026-04-19T01:44:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Atlanta Realtors Network: invitation to our May mixer.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0344,email,2026-03-30T04:52:00Z,David Davis,david.davis12@yahoo.com,Payment / billing,"Just confirming the security deposit is $1,500 not $2,000 like the email said.","3559 Pine Rd, Kennesaw, GA",Cobb,,rent_manage,billing,P3,Noa
EM-0345,email,2026-05-05T03:11:00Z,Sophie Levi,sophie.levi19@gmail.com,Vendor quote,"The painter quoted $1,800 for unit B at 4155 Cedar Trail, Duluth, GA - does that look right?","4155 Cedar Trail, Duluth, GA",Gwinnett,,rent_manage,vendor,P2,Noa
EM-0346,email,2026-05-05T18:28:00Z,John Park,john.park90@yahoo.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"2881 Maple Dr, Marietta, GA",Cobb,,buy_sell,buyer_lead,P1,Fabi
EM-0347,email,2026-04-03T04:57:00Z,Rachel Adams,rachel.adams38@yahoo.com,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"5075 Sycamore Blvd, Cumming, GA",Forsyth,,rent_manage,maintenance,P2,Noa
EM-0348,email,2026-05-12T00:11:00Z,Ethan Johnson,ethan.johnson76@example-mail.test,Document request,Lender needs proof of homeowners insurance by end of day.,"3787 Maple Dr, Sugar Hill, GA",Gwinnett,,buy_sell,document,P1,Noa
EM-0349,email,2026-05-12T18:57:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0350,email,2026-04-05T12:44:00Z,Daniel Adams,daniel.adams13@yahoo.com,Showing time change,"Can we move tomorrow's showing at 1083 Pine Rd, Sandy Springs, GA from 4pm to 6pm?","1083 Pine Rd, Sandy Springs, GA",Fulton,,buy_sell,showing,P2,Nathalie
EM-0351,email,2026-05-03T17:35:00Z,Aisha Patel,aisha.patel13@gmail.com,Urgent - apartment issue,"Bathroom faucet is dripping non-stop, can a plumber come look?","4652 Oak Ave, Brookhaven, GA",DeKalb,,rent_manage,tenant_issue,P2,Nathalie
EM-0352,email,2026-04-06T04:21:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Are you a real estate agent? Try our new CRM free for 30 days.,,,,non_business,marketing_promo,P3,ARCHIVE
